;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
no_spp;nama_kebuns;dibayar_kepada;tanggal_spp;no_spk;tgl_spk;tgl_brkhir_spk;no_ba;tgl_ba;tgl_faktur;uraian_spp;nilai_rupiah;tgl_masuk;status pembayaran;DIBAYAR;BELUM DIBAYAR;kategori;jenis dokumen;KATEGORI;NO PO;NO MIRO/SES
5TAN/SPP/705/VII/2025;LONGKALI;PT Mitra Power Perkasa;24-Jul-25;;;;;;;Permintaan pembayaran Pemel TBM III seluas 207,08 Ha di Afdeling IV Kebun Longkali bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/71/5KLK/V/2025 tgl. 8 Mei 2025;59.745.816;25/07/2025;SUDAH DIBAYAR;59.745.816;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069982;5201449851
5TAN/SPP/698/VII/2025;TABARA;PT Duta Ayu Nugraha;22-Jul-25;;;;;;;Pembayaran atas Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) I & III seluas 999,20 Ha Kebun Tabara bulan April 2025 sesuai Surat Perjanjian No. 5TAN/SPK/15/5KTB/II/2025 tgl. 13 Februari 2025;107.960.591;25/07/2025;SUDAH DIBAYAR;107.960.591;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065564;5201391535
5TAN/SPP/695/VII/2025;TABARA;CV Fajar Citra Lestari;24-Jul-25;;;;;;;Pembayaran atas Pekerjaan Pemeliharaan Pembibitan MN Kebun Tabara bulan April 2025 sesuai Surat Perjanjian No. 5TAN/SPK/42/5KTB/III/2025 tgl. 14 Maret 2025;2.837.106;25/07/2025;SUDAH DIBAYAR;2.837.106;0;Investasi On Farm;Pembangunan bibitan;CAPEX;4300066907;5201391474
5TAN/SPP/689/VII/2025;LONGKALI;PT Mitra Power Perkasa;23-Jul-25;5TAN/SPK/71/5KLK/V/2025;05/08/2025;31/12/2025;5KLK/BA PUJP-MPP-1/01/VII/2025;07/09/2025;;Permintaan pembayaran 5% Pemel TBM III seluas 207,08 Ha di Afdeling IV Kebun Longkali bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/71/5KLK/V/2025 tgl. 8 Mei 2025;2.128.079;23/07/2025;SUDAH DIBAYAR;2.128.079;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4100286246;
5TAN/SPP/690/VII/2025;TABARA;CV Fajar Citra Lestari;23-Jul-25;5TAN/SPK/30/5KTB/II/2025;27/03/2025;31/03/2025;5KTB/STP Mnjr/01/PML/FCL/05/2025;31/05/2025;;Permintaan pembayaran Pemel TBM IV seluas 244 Ha di Afdeling I & III Kebun Tabara bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/30/5KTB/II/2025 tgl. 27 Februari 2025;8.637.829;23/07/2025;SUDAH DIBAYAR;8.637.829;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300066260;5201412670
5TEP/SPP/426/VI/2025;GUNUNG EMAS;CV Rekan Taba;26-Jun-25;SPK/5KGS/SPK/02/TW-I/III/2025;02/01/2025;28/02/2025;5KGM/BAST/04/II/2025;28/02/2025;;Pembayaran rampung atas Sewa 85 HM Excavator Mini PC-55 untuk Pembersihan Parit di Areal TBM II Afdeling V Kebun Gunung Emas Kalimantan Barat Kontrak No. SPK/5KGS/SPK/02/TW-I/III/2025 tgl. 1 Februari 2025;48.885.551;28/07/2025;SUDAH DIBAYAR;48.885.551;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4100281977;5201381858
5TAN/SPP/714/VII/2025;DANAU SALAK;CV Kharisma Karya Jaya;30-Jul-25;5TAN/SPK-IPS/49/5KDS/X/2024;10/07/2024;31/12/2024;5KDS/BASTP/200/XI/2024;30/11/2024;;Permintaan pembayaran Pekerjaan Pemeliharaan TBM I Afd. XII-Tanjung bulan Nopember 2024 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK-IPS/49/5KDS/X/2024;68.049.084;30/07/2025;SUDAH DIBAYAR;68.049.084;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4100267054;5201521432
5TAN/SPP/433/VII/2025;DANAU SALAK;CV Kharisma Karya Jaya;19 Mei 2025;5TAN/SPK/15/5KDS II 2025;17/02/2025;31/03/2025;5KDS/BASTP/12/III/2025;28/03/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) III, IV, dan V seluas 1.762.3 Ha bulan Maret 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/15/5KDS/II/2025 tgl. 17 Februari 2025;164.957.230;30/07/2025;SUDAH DIBAYAR;164.957.230;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065578;5201369352
5TAN/SPP/709/VII/2025;KEMBAYAN;CV Rio Janji Raja;28-Jul-25;5TAN/SPK/57/5KBY/IV/2025;25/04/2025;31/12/2025;5KBY/BAST/TAN/018/V/2025;31/05/2025;;Pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) III seluas 124.50 Ha di Afdeling I bulan Mei 2025 Kebun Kembayan sesuai Perjanjian No. 5TAN/SPK/57/5KBY/IV/2025 tgl. 25 April 2025;38.684.972;30/07/2025;SUDAH DIBAYAR;38.684.972;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068947;5201471409
5TAN/SPP/708/IV/2025;KEMBAYAN;CV Rio Janji Raja;17-Apr-25;5KBY/TAN/SPJ/01/I/2025;06/08/2025;31/03/2025;5KBY/BAST/TAN/07/IV/2025;04/02/2025;;Pembayaran Pekerjaan Kontrak Lokal Pemeliharaan Pembibitan Kelapa Sawit di Afdeling III sebanyak 55.608 Sheet bulan Maret 2025 Kebun Kembayan sesuai Surat Perjanjian No. 5KBY/5TAN/SPJ/01/I/2025 tgl. 08 Januari 2025;47.442.166;29/07/2025;SUDAH DIBAYAR;47.442.166;0;Investasi On Farm;Pembangunan bibitan;CAPEX;4100280566;5201372219
5TAN/SPP/706/VII/2025;PAMUKAN;CV Kharisma Jaya;28-Jul-25;01/CV.KJ/5KPM/IV/2025;20/04/2025;30/06/2025;5KPM/BAPP/08/VI/2025;06/03/2025;;Permintaan pembayaran Upah Pemupukan di TBM I Kebun Pamukan bulan Mei 2025 sesuai Surat Perjanjian No. 01/CV.KJ/5KPM/IV/2025;3.511.429;28/07/2025;SUDAH DIBAYAR;3.511.429;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;47036886885;5201413786
5TAN/SPP/707/VII/2025;PAMUKAN;CV Kharisma Jaya;28-Jul-25;5TAN/SPK/19/5KPM/II/2025;24/02/2025;31/03/3035;5TAN/BAST/ /VI/2025;06/03/2025;;Permintaan pembayaran Pekerjaan Membangun Kacangan bulan II di TBM I Kebun Pamukan bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/19/5KPM/II/2025;9.260.885;28/07/2025;SUDAH DIBAYAR;9.260.885;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065851;5201441104
5PTI/SPP/250/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-640366080;18/06/2025;20/06/2025;5KNG/BA/03/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDI UMKM : PO-2025-06-18-640366080;23.976.000;08/01/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286619;501670243
5PTI/SPP/251/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-823165440;18/06/2025;20/06/2025;5KNG/BA/01/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDI UMKM : PO-2025-06-18-823165440;23.976.000;08/01/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286605;501670240
5PTI/SPP/252/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-444789760;18/06/2025;20/06/2025;5KNG/BA/02/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDI UMKM : PO-2025-06-18-444789760;23.976.000;08/01/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286620;5016705245
5PTI/SPP/253/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-002158592;18/06/2025;20/06/2025;5KNG/BA/04/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDI UMKM : PO-2025-06-18-002158592;23.976.000;08/01/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286621;5201428825
5PTI/SPP/254/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-242037760;18/06/2025;20/06/2025;5KNG/BA/08/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDIi UMKM: PO-2025-06-18-242037760;22.477.500;08/01/2025;SUDAH DIBAYAR;22.477.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286622;5201428863
5PTI/SPP/255/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-301471232;18/06/2025;20/06/2025;5KNG/BA/06/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDI UMKM : PO-2025-06-18-301471232;22.477.500;08/01/2025;SUDAH DIBAYAR;22.477.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286623;5016705650
5PTI/SPP/256/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-970535936;18/06/2025;20/06/2025;5KNG/BA/07/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDI UMKM : PO-2025-06-18-970535936;22.477.500;08/01/2025;SUDAH DIBAYAR;22.477.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286624;5016705726
5PTI/SPP/257/VII/2025;NGABANG;Xendit/PaDI UMKM;31-Jul-25;PO-2025-06-18-108971520;18/06/2025;20/06/2025;5KNG/BA/05/LBK/VI/2205;18/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Ngabang sesuai No. PO PaDI UMKM : PO-2025-06-18-108971520;22.477.500;08/01/2025;SUDAH DIBAYAR;22.477.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286625;50116705742
5TAN/SPP/717/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;2 Agu 2025;5TAN/SPK/87/5KDS/VI/2025;20/06/2025;31/12/2025;5KDS/BASTP/78/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan TBM IV seluas 412,31 Ha bulan Juni 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/87/5KDS/VI/2025 tgl. 30 Juni 2025;79.948.960;08/04/2025;SUDAH DIBAYAR;79.948.960;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072456;5201441577
5TAN/SPP/716/VIII/2025;TAJATI;CV Cipta Anugrah Sejahtera;2 Agu 2025;5TAN/SPK/67/5KTJ/V/2025;05/08/2025;31/12/2025;5KTJ/Tan/BAST/07/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan TBM I dan III seluas 159,59 Ha bulan Juni 2025 Kebun Tajati sesuai SPK No .5TAN/SPK/67/5KTJ/V/2025 tgl. 08 Mei 2025;61.030.528;08/04/2025;SUDAH DIBAYAR;61.030.528;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069985;5201440170
5TAN/SPP/715/VIII/2025;KEMBAYAN;PT Mitra Power Perkasa;1 Agu 2025;TAN/SPK/58/5KBY/IV/2025;08/01/2025;31/12/2025;5KBY/BAST/Tan/032/VI/2025;30/06/2025;;Pembayaran Pekerjaan Pemeliharaan TBM I seluas 311,16 Ha Afdeling I & III Kebun Kembayan bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/58/5KBY/IV/2025 tgl. 25 April 2025;70.317.338;08/04/2025;SUDAH DIBAYAR;70.317.338;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068842;5201445685
5PTI/SPP/261/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-685141504;14/05/2025;18/06/2025;5KPR/BAPBM/04/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-685141504;18.947.700;08/05/2025;SUDAH DIBAYAR;18.947.700;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283913;5201402003
5PTI/SPP/262/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-007698432;14/05/2025;18/06/2025;5KPR/BAPBM/03/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-007698432;19.080.900;08/05/2025;SUDAH DIBAYAR;19.080.900;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283912;5201402002
5PTI/SPP/263/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-488537600;14/05/2025;18/06/2025;5KPR/BAPBM/05/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-488537600;14.785.200;08/05/2025;SUDAH DIBAYAR;14.785.200;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283914;5201402019
5PTI/SPP/264/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-903987200;14/05/2025;18/06/2025;5KPR/BAPBM/02/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-903987200;21.645.000;08/05/2025;SUDAH DIBAYAR;21.645.000;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283910;5201401990
5PTI/SPP/265/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-380227072;14/05/2025;18/06/2025;5KPR/BAPBM/06/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-380227072;11.988.000;08/05/2025;SUDAH DIBAYAR;11.988.000;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283915;5201402020
5PTI/SPP/266/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-8554999776;14/05/2025;18/06/2025;5KPR/BAPBM/07/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-8554999776;19.980.000;08/05/2025;SUDAH DIBAYAR;19.980.000;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283916;5201402022
5PTI/SPP/267/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-317260480;14/05/2025;18/06/2025;5KPR/BAPBM/08/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-317260480;17.582.400;08/05/2025;SUDAH DIBAYAR;17.582.400;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283917;5201402025
5PTI/SPP/268/VIII/2025;PARINDU;Xendit/PaDI UMKM;5 Agu 2025;PO-2025-05-14-907364352;14/05/2025;18/06/2025;5KPR/BAPBM/01/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-907364352;18.459.300;08/05/2025;SUDAH DIBAYAR;18.459.300;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283909;5201401989
5TEP/SPP/465/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;7 Agu 2025;5TEP-AB/SP/083/VI/2025;06/03/2025;07/03/2025;5KDS/BASTP/84/VII/2025;06/05/2025;;Pembayaran rampung atas Sewa 200 HM Excavator PC 55 untuk Pembuatan Saluran Air di Afdeling I Kebun Danau Salak Kalsel Kontrak No. 5TEP-AB/SP/083/VI/2025;101.642.500;08/07/2025;SUDAH DIBAYAR;101.642.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300072619;5201458798
5TEP/SPP/464/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;7 Agu 2025;5TEP-AB/SP/082/VI/2025;06/02/2025;07/02/2025;5KDS/BASTP/83/VII/2025;06/04/2025;;Pembayaran rampung atas Sewa HM Buldezer D3 untuk Babat Gawangan Afd. X Kebun Danau Salak Kalsel Kontrak No. 5TEP-AB/SP/082/VI/2025;112.363.625;08/07/2025;SUDAH DIBAYAR;112.363.625;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;43000726621;5201458769
5TAN/SPP/723/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;20-Jul-25;5TAN/SPK/15/5KDS/II/2025;17/02/2025;31/03/2025;5KDS/BASTP/02/II/2025;28/02/2025;;Permintaan pembayaran Pekerjaan TBM III, IV & V seluas 1762,30 Ha bulan Februari 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/15/5KDS/II/2025 tgl. 17 Februari 2025;11.162.090;08/07/2025;SUDAH DIBAYAR;11.162.090;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065578;
5TAN/SPP/724/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;21-Jul-25;5TAN/SPK/15/5KDS/II/2025;17/02/2025;31/03/2025;5KDS/BASTP/45/VI/2025;06/02/2025;;Permintaan pembayaran Pekerjaan TBM III, IV & V seluas 1762,30 Ha bulan Mei 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/15/5KDS/II/2025 tgl. 17 Februari 2025;229.274.636;08/07/2025;SUDAH DIBAYAR;229.274.636;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065578;5201415119
5PTI/SPP/269/VIII/2025;PARINDU;Xendit/PaDI UMKM;6 Agu 2025;PO-2025-05-14-732859904;14/05/2025;18/06/2025;5KPR/BAPBM/09/V/2025;19/05/2025;;Pembayaran atas Alat Panen untuk Kebun Parindu sesuai No. PO PaDI UMKM : PO-2025-05-14-732859904;16.994.100;08/06/2025;SUDAH DIBAYAR;16.994.100;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283922;5201402047
5TAN/SPP/415/XI/2024;DANAU SALAK;CV Kharisma Karya Jaya;20-Nov-24;5TAN/SPK-IPS/31/5KDS/VIII/2024;30/08/2024;30/09/2024;5KDS/BASTP/122/IX/2024;30/09/2024;;Permintaan pembayaran atas Pekerjaan TBM II Tanaman Kelapa Sawit Kebun Danau Salak;62.884.526;13/02/2025;BELUM SIAP DIBAYAR;0;62.884.526;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300063049;
5TAN/SPP/741/VII/2025;PANDAWA;CV Fajar Citra Lestari;7 Agu 2025;5TAN/SPK/71/5KPD/V/2025;05/08/2025;31/12/2025;5KPD//TAN/BAST/10/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemel TBM V seluas 87,14 Ha Kebun Pandawa bulan Juni 2025 sesuai SPK No. 5TAN/SPK/71/5KPD/V/2025;32.481.962;08/08/2025;SUDAH DIBAYAR;32.481.962;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4100285221;5201440589
5TAN/SPP/736/VII/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;7 Agu 2025;5KPD/5TAN/SPK/09/VI/2025;06/01/2025;30/07/2025;5KPD/5TAN/BA/09/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Bibitan Kebun Pandawa bulan Juni 2025 sesuai SPK No. 5KPD/5TAN/SPK/09/VI/2025;11.477.700;08/08/2025;SUDAH DIBAYAR;11.477.700;0;Investasi On Farm;Pembangunan bibitan;CAPEX;4100285221;5201440542
5TAN/SPP/771/III/2025;KANDIR;PT Bio Industri Nusantara;18-Mar-25;5TAN/SP/BIN/329/II/2024;21/02/2024;;1315/SAR-H/BIN/II/2024;03/09/2024;;Permintaan pembayaran atas Pengadaan Herbisida Berbahan Aktif Isopropilamina Glifosat Kebutuhan Tanaman Menghasilkan Karet sesuai Surat Perjanjian No. 5TAN/SP/BIN/329/II/2024 tgl. 21 Pebruari 2024;225.195.600;08/12/2025;SUDAH DIBAYAR;225.195.600;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100243026;
5TAN/SPP/772/III/2025;KANDIR;PT Bio Industri Nusantara;18-Mar-25;5TAN/SP/BIN/327/II/2024;21/02/2024;;5KNG/BA/05B/BIN/III/2024;16/03/2024;;Permintaan pembayaran atas Pengadaan Herbisida Berbahan Aktif Isopropilamina Glifosat Kebutuhan Tanaman Belum Menghasilkan Kelapa Sawit sesuai Surat Perjanjian No. 5TAN/SP/BIN/327/II/2024 tgl. 21 Pebruari 2024;405.944.700;08/12/2025;BELUM SIAP BAYAR;0;405.944.700;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100243033;
5TAN/SPP/773/III/2025;KANDIR;PT Bio Industri Nusantara;04-Mar-25;5TAN/SP/BIN/328/II/2024;21/02/2024;;1309/SAR-H/BIN/II/2024;16/03/2025;;Permintaan pembayaran atas Pengadaan Herbisida Bio Up 490 SL Kebutuhan Tanaman Menghasilkan Kelapa Sawit sesuai Surat Perjanjian No. 5TAN/SP/BIN/328/II/2024 tgl. 21 Pebruari 2024;2.027.748.100;08/12/2025;BELUM SIAP BAYAR;0;2.027.748.100;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100243010;
5TAN/SPP/767/VIII/2025;TABARA;CV Putra Tali Kawat;11 Agu 2025;5TAN/SPK/17/5KTB/II/2025;19/02/2025;31/03/2025;5KTB/STP/MnJr/01/PML/PTK/05/2025;31/05/2025;;Permintaan pembayaran Pemeliharaan Tanaman Menghasilkan (TM) Kebun Tabara seluas 204 Ha Kebun Tabara bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/17/5KTB/II/2025 tgl. 19 Februari 2025;24.666.720;08/12/2025;SUDAH DIBAYAR;24.666.720;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100277504;5201412138
5TAN/SPP/768/VIII/2025;PELAIHARI;CV Global Indo Konstruksi;11 Agu 2025;5TAN/SPK/13/5KPL/II/2025;02/12/2025;31/03/2025;5KPL/BAST/36/VI/2025;30/062025;;Permintaan pembayaran Pekerjaan Pemeliharaan TM Afdeling I, II, III Kebun Pelaihari bulan Juni 2025;110.430.747;08/12/2025;SUDAH DIBAYAR;110.430.747;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300065553;5201440933
5TAN/SPP/769/VIII/2025;SUNGAI DEKAN;CV Karya Abadi;11 Agu 2025;5KSD/5TAN/SPK/38/III/2025;26/03/2025;30/06/2025;5KSD/BA-STP/07/IV/2025;30/04/2025;;Permintaan pembayaran Pekerjaan Memupuk NPK 13,6.27 seluas 301,47 Ha di Afdeling I, III, VI, dan VII Kebun Sungau Dekan Kalimantan Barat sesuai SPK No. 5KSD/5TAN/SPK/38/III/2025;23.617.961;08/12/2025;SUDAH DIBAYAR;23.617.961;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;43000666999;5201416821
5TAN/SPP/759/VIII/2025;KEMBAYAN;PT Mitra Power Perkasa;11 Agu 2025;5TAN/SPK/55/5KGS/IV/2025;06/01/2025;30/06/2025;4KGS/BAST/01/VI/2025;30/06/2025;;Permintaan pembayaran atas Pengadaan Jasa Pemeliharaan Tanaman Belum Menghasilkan (TBM) III seluas 124,5 Ha di Afdeling I Kebun Kembayan sesuai SPK No. 5TAN/SPK/55/5KGS/IV/2025;26.801.154;08/11/2025;SUDAH DIBAYAR;26.801.154;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068840;5201492103
5TAN/SPP/761/VIII/2025;SUNGAI DEKAN;CV Karya Abadi;14-Jul-25;5TAN/SPK/38/5KDS/III/2025;03/11/2025;31/03/2025;5KDS/BA-STP/02/III/2025;04/02/2025;;Permintaan pembayaran atas Pekerjaan Herbisida Chemis Gawangan di Afdeling I, II, IV, dan VI bulan Maret 2025 Kebun Sungai Dekan sesuai Surat Perjanjian No. 5TAN/SPK/38/5KDS/III/2025 tgl. 11 Maret 2025;34.444.273;08/11/2025;SUDAH DIBAYAR;34.444.273;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300066699;
5TAN/SPP/766/VIII/2025;SUNGAI DEKAN;CV Karya Abadi;11 Agu 2025;5TAN/SPK/38/5KSD/III/2025;03/11/2025;31/03/2025;5KSD/BA-STP/14/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Borongan Herbisida Gawangan Chemis seluas 660,31 Ha di Afdeling I, II, III, IV, VI, dan VII Kebun Sungai Dekan bulan Juni 2925 sesuai Surat Perjanjian No. 5TAN/SPK/38/5KSD/III/2025 tgl. 6 Maret 2025;75.941.480;08/11/2025;SUDAH DIBAYAR;75.941.480;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300066699;5201441140
5TAN/SPP/765/VIII/2025;SUNGAI DEKAN;CV Karya Abadi;7 Agu 2025;5TAN/SPK/ADD/12/5KPR/III/2025;26/03/2025;31/03/2025;5KSD/BA-STP/06/IV/2025;30/04/2025;;Permintaan pembayaran Herbisida Chemis Piringan di Afdeling I, II, III, dan V Kebun Sungai Dekan bulan April 2925 sesuai Surat Perjanjian No. 5TAN/SPK/38/5KSD/III/2025 tgl. 11 Maret 2025, Add. No. 5TAN/SPK/ADD/12/5KPR/III/2025 tgl. 26 Maret 2025;9.939.730;08/11/2025;SUDAH DIBAYAR;9.939.730;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300066699;
5TAN/SPP/755/VIII/2025;GUNUNG EMAS;CV Kawan Sejati;8 Agu 2025;5TAN/SPK/70/5KGE/V/2025;15/05/2025;31/12/2025;5KGS/BAST/02/VI/2025;30/06/2025;;Permintaan pembayaran Tanaman Belum Menghasilkan III (TBM III) Afdeling III & V Kebun Gunung Emas bulan Mei 2025 sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025;15.095.966;08/11/2025;SUDAH DIBAYAR;15.095.966;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069894;5201447945
5TAN/SPP/756/VIII/2025;TABARA;CV Putra Tali Kawat;8 Agu 2025;5TAN/SPK/17/5KTB/II/2025;19/02/2025;31/03/2025;5KTB/STB Mnjr/01/PML/Ptk/05/2025;31/05/2025;;Permintaan pembayaran Pemeliharaan Tanaman Menghasilkan (TM) Kebun Tabara seluas 204 Ha Kebun Tabara bulan Februari 2025 sesuai Surat Perjanjian No. 5TAN/SPK/17/5KTB/II/2025 tgl. 19 Februari 2025;;08/11/2025;SIAP DIBAYAR;0;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;41000277504;
