;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
no_spp;nama_kebuns;dibayar_kepada;tanggal_spp;no_spk;tgl_spk;tgl_brkhir_spk;no_ba;tgl_ba;tgl_faktur;uraian_spp;nilai_rupiah;tgl_masuk;status pembayaran;DIBAYAR;BELUM DIBAYAR;kategori;jenis dokumen;KATEGORI;NO PO;NO MIRO/SES
5TAN/SPP/760/VIII/2025;KEMBAYAN;CV Rio Janji Raja;7 Agu 2025;5TAN/SPK/57/5KBY/IV/2025;25/04/2025;31/12/2025;5KBY/BAST/TAN/030/VI/2025;30/06/2025;;Pembayaran Pekerjaan Pemeliharaan Pemel TBM III seluas 124,5 Ha di Afdeling I Kebun Kembayan bulan Juni 2025 sesuai SPK No. 5TAN/SPK/57/5KBY/IV/2025 tgl. 25 April 2025;54.218.098;08/11/2025;SUDAH DIBAYAR;54.218.098;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068947;5201472983
5TAN/SPP/758/VIII/2025;GUNUNG EMAS;CV Kawan Sejati;7 Agu 2025;5TAN/SPK/70/5KGE/V/2025;15/052025;31/12/2025;5KGS/BAST/09/V/2025;31/05/2025;;Permintaan pembayaran Pekerjaan Borongan Pemeliharaan Tanaman Belum Menghasilkan-III (TBM-III) Afdeling III dan V Kebun Gunung Emas Kalbar sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025;8.009.997;08/11/2025;SUDAH DIBAYAR;8.009.997;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069894;5201420790
5TAN/SPP/752/VIII/2025;TAJATI;CV Fajar Citra Lestari;8 Agu 2025;5TAN/SPK/41/5KTJ/III/2025;14/03/2025;06/12/2025;5KTJ/Tan/BAST/02/VI/2025;06/12/2025;;Perintaan pembayaran Pekerjaan Pemeliharaan Bibitan Main Nursery sebanyak 164.504 pokok bulan Juni 2025 Kebun Tajati sesuai SPK No. 5TAN/SPK/41/5KTJ/III/2025 tgl. 24 Maret 2025;14.459.057;08/11/2025;SUDAH DIBAYAR;14.459.057;0;Investasi On Farm;Pembangunan bibitan;CAPEX;4300066892;5201440124
5TAN/SPP/785/VIII/2025;NGABANG;CV Kawan Sejati;13 Agu 2025;5TAN/SPK/64/5KNG/V/2025;05/06/2025;31/12/2025;5KNG/BASTP/03/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM IV) seluas 220,6 Ha Afdeling IV & V Kebun Ngabang bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/64/5KNG/V/2025 tgl. 06 Mei 2025;19.620.641;13/08/2025;SUDAH DIBAYAR;19.620.641;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300070256;5201468591
5TAN/SPP/786/VIII/2025;NGABANG;CV Kawan Sejati;13 Agu 2025;5TAN/SPK/59/5KNG/IV/2025;25/04/2025;31/12/2025;NGabang/BASTP/02/VI/2025;31/07/2025;;Permintaan pembayaran Pemeliharaan Tanaman Belum Menghasilkan (TBM III) seluas 119,19 Ha Afdeling III Kebun Ngabang bulan Juli 2025 sesuai Surat Perjanjian 5TAN/SPK/59/5KNG/IV/2025 tgl. 25 April 2025;21.954.899;13/08/2025;SUDAH DIBAYAR;21.954.899;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069215;5201468589
5TAN/SPP/787/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;13 Agu 2025;5KDS/SPK/39.1/V/2025;05/01/2025;31/05/2025;5KDS/BASTP/41/VI/2025;06/02/2025;;Permintaan pembayaran Angkut dan Langsir Pupuk TBM II, III, IV di Afd. VIII, IX, X, XI, XII Kebun Danau Salak bulan Mei 2025 sesuai Perjanjian 5KDS/SPK/39.1/V/2025;20.771.084;13/08/2025;SUDAH DIBAYAR;20.771.084;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4703689096;5201415176
5TAN/SPP/788/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;13 Agu 2025;5KDS/SPK/29.1/V/2025;05/01/2025;31/05/2025;5KDS/BASTP/31/VI/2025;06/02/2025;;Permintaan pembayaran Angkut dan Langsir Pupuk TBM II, III, IV di Afd. VIII, IX, X, XI, XII Kebun Danau Salak bulan Mei 2025 sesuai Surat Perjanjian 5KDS/SPK/29.1/V/2025;19.074.717;13/08/2025;SUDAH DIBAYAR;19.074.717;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4703689110;5201415332
5TAN/SPP/797/VIII/2025;DANAU SALAK;CV Global Indo Konstruksi;14 Agu 2025;5KDS/SPJ/42.1/VI/2025;06/01/2025;30/06/2025;5KDS/BASTP/80/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Tunas Pokok/Pangkas di Afdeling XII Kebun Danau Salak bulan Juni 2025 sesuai Surat Perjanjian No. 5KDS/SPJ/42.1/VI/2025 tgl. 2 Juni 2025;6.073.480;19/08/2025;SUDAH DIBAYAR;6.073.480;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4703741814;5201441359
5TAN/SPP/798/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;14 Agu 2025;5TAN/SPK/86/5KDS/VI/2025;19/06/2025;31/12/2025;5KDS/BASTP/77/VI/2025;30/06/2025;;Perrmintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) III seluas 1.223,69 Ha Kebun Danau Salak bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/86/5KDS/VI/2025 tgl. 19 Juni 2025;160.128.971;19/08/2025;SUDAH DIBAYAR;160.128.971;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072455;5201441574
5TAN/SPP/799/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;15 Agu 2025;5TAN/SPK/85/5KDS/VI/2025;17/06/2025;31/12/2025;5KDS/BASTP/76/VI/2025;30/06/2025;;Perrmintaan pembayaran Pemel TBM II seluas 1.119,45 Ha Afd. I, III, VII, IX, X, XI, dan XII bulan Juni 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025;183.273.544;19/08/2025;SUDAH DIBAYAR;183.273.544;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072454;5201441430
5PTI/SPP/277/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-06-18-128173568;18/06/2025;20/06/2025;5KBY/BAPBM/98/VI/2025;21/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-06-18-128173568;8.991.000;15/08/2025;SUDAH DIBAYAR;8.991.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286787;5201428962
5PTI/SPP/278/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-06-18-171791872;18/06/2025;20/06/2025;5KBY/BAPBM/98/VI/2025;21/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-06-18-171791872;4.495.500;15/08/2025;SUDAH DIBAYAR;4.495.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286788;
5PTI/SPP/279/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-06-18-288798720;18/06/2025;20/06/2025;5KBY/BAPBM/98/VI/2025;21/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-06-18-288798720;23.976.000;15/08/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286787;5201428969
5PTI/SPP/280/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-05-15-919190016;15/05/2025;19/06/2025;5E09/BAPBM/88/V/2025;21/05/2025;;Pembayaran atas Alat Panen untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-05-15-919190016;5.899.872;15/08/2025;SUDAH DIBAYAR;5.899.872;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100283923;
5PTI/SPP/281/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-05-15-474311680;15/05/2025;19/06/2025;5E09/BAPBM/93/V/2025;21/05/2025;;Pembayaran atas Alat Panen untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-05-15-474311680;5.400.372;15/08/2025;SUDAH DIBAYAR;5.400.372;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283930;5201445124
5PTI/SPP/282/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-05-15-161491456;15/05/2025;19/06/2025;5E09/BAPBM/92/V/2025;21/05/2025;;Pembayaran atas Alat Panen untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-05-15-161491456;6.194.577;15/08/2025;SUDAH DIBAYAR;6.194.577;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283933;5201445000
5PTI/SPP/283/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-05-15-194522112;15/05/2025;19/06/2025;5E09/BAPBM/90/V/2025;21/05/2025;;Pembayaran atas Alat Panen untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-05-15-194522112;6.738.477;15/08/2025;SUDAH DIBAYAR;6.738.477;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283936;5201445097
5PTI/SPP/287/VIII/2025;GUNUNG MELIAU;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-05-13- 376744960;13/05/2025;06/10/2025;5E01/BAPBM/0014/V/2025;13/05/2025;;Pembayaran atas Alat Panen untuk Kebun GUnung Meliau esuai No. PO PaDi UMKM : PO-2025-05-13- 376744960;17.430.330;15/08/2025;SUDAH DIBAYAR;17.430.330;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283553;5201444305
5PTI/SPP/288/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-06-18-185656320;18/06/2025;20/06/2025;5KDS/BA/93/LBK/VI/2025;26/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO-2025-06-18-185656320;22.477.500;15/08/2025;SUDAH DIBAYAR;22.477.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286718;5201433292
5PTI/SPP/289/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-06-18-801040384;18/06/2025;20/06/2025;5KDS/BA/93/LBK/VI/2025;26/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO-2025-06-18-801040384;11.988.000;15/08/2025;SUDAH DIBAYAR;11.988.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286719;
5PTI/SPP/290/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-06-18-915613696;18/06/2025;20/06/2025;5KDS/BA/93/LBK/VI/2025;26/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO-2025-06-18-915613696;23.976.000;15/08/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286717;
5PTI/SPP/291/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;15 Agu 2025;PO-2025-06-18-648263168;18/06/2025;20/06/2025;5KDS/BA/93/LBK/VI/2025;26/06/2025;;Pembayaran atas Bahan Kimia untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO-2025-06-18-648263168;23.976.000;15/08/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100286714;5201433271
5TAN/SPP/794/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;14 Agu 2025;5TAN/SPK/15/5KDS/II/2025;05/01/2025;31/05/2025;5KDS/BASTP/34/VI/2025;06/02/2025;;Permintaan pembayaran Pekerjaan Penyisipan TBM III dan V di Afdeling VIII Kebun Danau Salak bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/15/5KDS/II/2025 tgl. 17 Pebruari 2025;4.791.422;14/08/2025;SUDAH DIBAYAR;4.791.422;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065578;5201415254
5PTI/SPP/276/VIII/2025;GUNUNG MELIAU;Xendit/PaDI UMKM;14 Agu 2025;PO-2025-05-13-458727424;13/05/2025;06/10/2025;5E01/BAPBM/0017/V/2025;13/05/2025;;Pembayaran atas Alat Panen untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-05-13-458727424;8.502.600;14/08/2025;SUDAH DIBAYAR;8.502.600;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283556;5201444321
5PTI/SPP/275/VIII/2025;GUNUNG MELIAU;Xendit/PaDI UMKM;14 Agu 2025;PO-2025-05-13-525635072;13/05/2025;06/10/2025;5E01/BAPBM/0016/V/2025;13/05/2025;;Pembayaran atas Alat Panen untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-05-13-525635072;16.808.730;14/08/2025;SUDAH DIBAYAR;16.808.730;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283555;5201444317
5PTI/SPP/274/VIII/2025;GUNUNG MELIAU;Xendit/PaDI UMKM;14 Agu 2025;PO-2025-05-13-422904320;13/05/2025;06/10/2025;5E01/BAPBM/0015/V/2025;13/05/2025;;Pembayaran atas Alat Panen untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-05-13-422904320;22.802.730;14/08/2025;SUDAH DIBAYAR;22.802.730;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283554;5201444313
5PTI/SPP/273/VIII/2025;GUNUNG MELIAU;Xendit/PaDI UMKM;14 Agu 2025;PO-2025-05-13-926172160;13/05/2025;06/10/2025;5E01/BAPBM/0013/V/2025;13/05/2025;;Pembayaran atas Alat Panen untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-05-13-926172160;17.252.730;14/08/2025;SUDAH DIBAYAR;17.252.730;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283552;5201444296
5PTI/SPP/272/VIII/2025;GUNUNG MELIAU;Xendit/PaDI UMKM;14 Agu 2025;PO-2025-05-13-872210432;13/05/2025;06/10/2025;5E01/BAPBM/0012/V/2025;13/05/2025;;Pembayaran atas Alat Panen Untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-05-13-872210432;22.891.530;14/08/2025;SUDAH DIBAYAR;22.891.530;0;Exploitasi;Panen & Pengumpulan;OPEX;41000283551;5201444290
5PTI/SPP/271/VIII/2025;GUNUNG MELIAU;Xendit/PaDI UMKM;14 Agu 2025;PO-2025-05-13-225782272;13/05/2025;06/10/2025;5E01/BAPBM/0011/V/2025;13/05/2025;;Pembayaran atas Alat Panen Untuk Kebun Gunung Meliau sesuai No. PO PaDi UMKM : PO-2025-05-13-225782272;5.705.400;14/08/2025;SUDAH DIBAYAR;5.705.400;0;Exploitasi;Panen & Pengumpulan;OPEX;4100283543;5201444277
5TAN/SPP/793/VIII/2025;SUNGAI DEKAN;PT Mitra Power Perkasa;13 Agu 2025;5TAN/SPK/56/KSD/IV/2025;25/04/2025;31/05/2025;5KSD/BA-STP/19/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemupukan Dolomite dengan Luas 44,56 Ha di Afd. VII Sungai Dekan bulan Juni 2025 sesuai Surat Perjanjian 5TAN/SPK/56/KSD/IV/2025 tgl. 25 April 2025;2.511.089;14/08/2025;SUDAH DIBAYAR;2.511.089;0;Exploitasi;Pemupukan;OPEX;4300068841;5201441045
5TAN/SPP/791/VIII/2025;NGABANG;PT Mitra Power Perkasa;13 Agu 2025;5TAN/SPK/88.5KNG/VI/2025;06/02/2025;31/05/2025;NGabang/BASTP/02/VI/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM I) seluas 286,35 Ha di Afdeling V Kebun Ngabang bulan Juni 2025 sesuai Surat Perjanjian 5TAN/SPK/88/5KNG/VI/2025 tgl. 02 Juni 2025;38.390.568;14/08/2025;SUDAH DIBAYAR;38.390.568;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072492;5201468584
5TAN/SPP/792/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;13 Agu 2025;5TAN/SPK/84/5KDS/VI/2025;17/06/2025;31/05/2025;5KDS/BASTP/75/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM I) seluas 885,80 Ha Kebun Danau Salak bulan Juni 2025 sesuai Surat Perjanjian 5TAN/SPK/84/5KDS/VI/2025 tgl. 17 Juni 2025;213.396.076;14/08/2025;SUDAH DIBAYAR;213.396.076;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072453;5201441404
5TAN/SPP/789/VI/2025;NGABANG;PT Mitra Power Perkasa;13 Agu 2025;5TAN/SPK/60/5KNG/IV/2025;25/04/2025;31/12/2025;Ngabang/BASTP/03/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM II) seluas 331,35 Ha di Afdeling III Kebun Ngabang bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/60/5KNG/IV/2025 tgl. 25 April 2025;59.644.538;14/08/2025;SUDAH DIBAYAR;59.644.538;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068942;5201468585
5TAN/SPP/790/VI/2025;DANAU SALAK;CV Kharisma Karya Jaya;13 Agu 2025;5KDS/SPK/37.1/V/2025;05/01/2025;31/05/2025;5KDS/BAST/39/VI/2025;06/02/2025;;Permintaan pembayaran Pekerjaan Angkutan dan Pemupukan Urea TBM Afd. V bulan Kebun Danau Salak bulan Mei 2025 sesuai Surat Perjanjian No. 5KDS/SPK/37.1/V/2025;7.587.425;14/08/2025;SUDAH DIBAYAR;7.587.425;0;Exploitasi;Pemupukan;OPEX;4703689129;5201415344
5TAN/SPP/811/VII/2025;DANAU SALAK;CV Kharisma Karya Jaya;20 Agu 2025;5KDS/SPK/25.1/V/2025;05/01/2025;31/05/2025;5KDS/BASTP/27/VI/2025;06/02/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan MN bulan Mei 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/25.1/V/2025 tgl. 2 Mei 2025;6.555.260;21/08/2025;SUDAH DIBAYAR;6.555.260;0;Investasi On Farm;Pembangunan bibitan;CAPEX;4703689099;5201415209
5TAN/SPP/806/VIII/2025;DANAU SALAK;CV Global Indo Konstruksi;14 Agu 2025;5TAN/SPK/23/5KDS/II/2025;06/01/2025;30/06/2025;5KDS/BASTP/82/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Menghasilkan (TM) di Afdeling VIII Kebun Danau Salak bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/23/5KDS/II/2025 tgl. 25 Pebruari 2025;11.372.505;20/08/2025;SUDAH DIBAYAR;11.372.505;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4703741816;5201441380
5TAN/SPP/807/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;19 Agu 2025;5KDS/SPK/38.1/V/2025;05/01/2025;31/05/2025;5KDS/BASTP/40/VI/2025;06/02/2025;;Permintaan pembayaran Pekerjaan Pemupukan TBM II Afd. III bulan Mei 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/38.1/V/2025 tgl. 2 Mei 2025;7.416.644;20/08/2025;SUDAH DIBAYAR;7.416.644;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4703689131;5201415347
5PTI/SPP/310/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;22 Agu 2025;PO 2025-06-18-379635712;18/06/2025;20/06/2025;5KSD/BA/93/LBK/VI/2025;26/06/2025;;Pembayaran atas Alat Panen untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO 2025-06-18-379635712;23.976.000;25/08/2025;SUDAH DIBAYAR;23.976.000;0;Exploitasi;Panen & Pengumpulan;OPEX;4100286716;5201433282
5PTI/SPP/309/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;22 Agu 2025;PO 2025-05-24-093222912;24/05/2025;25/06/2025;Dakan/70/2025;25/05/2025;;Pembayaran atas Alat Panen untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO 2025-05-24-093222912;14.074.800;25/08/2025;SUDAH DIBAYAR;14.074.800;0;Exploitasi;Panen & Pengumpulan;OPEX;4100284634;5201410076
5PTI/SPP/308/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;22 Agu 2025;PO 2025-05-24-698973184;24/05/2025;25/06/2025;Dakan/75/2025;25/05/2025;;Pembayaran atas Alat Panen untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO 2025-05-24-698973184;11.974.680;25/08/2025;SUDAH DIBAYAR;11.974.680;0;Exploitasi;Panen & Pengumpulan;OPEX;4100284639;5201410093
5PTI/SPP/307/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;22 Agu 2025;PO 2025-05-24-506077696;24/05/2025;25/06/2025;Dakan/71/2025;25/05/2025;;Pembayaran atas Alat Panen untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO 2025-05-24-506077696;23.139.060;25/08/2025;SUDAH DIBAYAR;23.139.060;0;Exploitasi;Panen & Pengumpulan;OPEX;4100284635;5201410077
5PTI/SPP/306/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;22 Agu 2025;PO 2025-05-24-051542528;24/05/2025;25/06/2025;Dakan/74/2025;25/05/2025;;Pembayaran atas Alat Panen untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO 2025-05-24-051542528;10.961.250;25/08/2025;SUDAH DIBAYAR;10.961.250;0;Exploitasi;Panen & Pengumpulan;OPEX;4100284638;5201410089
5PTI/SPP/305/VIII/2025;SUNGAI DEKAN;Xendit/PaDI UMKM;22 Agu 2025;PO 2025-05-24-262805504;24/05/2025;25/06/2025;Dakan/72/2025;25/05/2025;;Pembayaran atas Alat Panen untuk Kebun Sungai Dekan sesuai No. PO PaDi UMKM : PO 2025-05-24-262805504;20.981.775;25/08/2025;SUDAH DIBAYAR;20.981.775;0;Exploitasi;Panen & Pengumpulan;OPEX;4100284636;5201410079
5PTI/SPP/302/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;22 Agu 2025;;;;;;;Pembayaran atas Alat Panen untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-05-15-127147008;6.738.477;25/08/2025;SUDAH DIBAYAR;6.738.477;0;Exploitasi;Panen & Pengumpulan;OPEX;;5201445070
5PTI/SPP/303/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;22 Agu 2025;;;;;;;Pembayaran atas Alat Panen untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-05-15-928719360;6.738.477;25/08/2025;SUDAH DIBAYAR;6.738.477;0;Exploitasi;Panen & Pengumpulan;OPEX;;5201404102
5PTI/SPP/304/VIII/2025;KEMBAYAN;Xendit/PaDI UMKM;22 Agu 2025;;;;;;;Pembayaran atas Alat Panen untuk Kebun Kembayan sesuai No. PO PaDi UMKM : PO-2025-05-15-916829696;5.400.372;25/08/2025;SUDAH DIBAYAR;5.400.372;0;Exploitasi;Panen & Pengumpulan;OPEX;;5201404041
5TAN/SPP/830/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;20 Agu 2025;5TAN/SPK/85/5KDS/VI/2025;17/06/2025;31/12/2025;5KDS/BASTP/101/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilhan (TBM) II seluas 1.119,36 Ha Kebun Danau Salak bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025;176.821.124;26/08/2025;SUDAH DIBAYAR;176.821.124;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072454;5201465000
5TAN/SPP/829/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;20 Agu 2025;5TAN/SPK/84/5KDS/VI/2025;17/06/2025;31/12/2025;5KDS/BASTP/100/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Mengasilkan (TBM) I seluas 885,80 Ha Kebun Danau Salak bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/84/5KDS/VI/2025 tgl. 17 Juni 2025;349.921.562;26/08/2025;SUDAH DIBAYAR;349.921.562;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072453;5201464911
5TAN/SPP/828/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;20 Agu 2025;5TAN/SPK/87/5KDS/VI/2025;20/06/2025;31/12/2025;5KDS/BASTP/103/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) IV seluas 412,31 Ha Kebun Danau Salak bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/87/5KDS/VI/2025 tgl. 29 Juni 2025;79.965.177;26/08/2025;SUDAH DIBAYAR;79.965.177;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072456;5201466819
5TAN/SPP/827/VIII/2025;DANAU SALAK;CV Kharisma Karya Jaya;20 Agu 2025;5KDS/SPK/49.1/VII/2025;07/01/2025;31/07/2025;5KDS/BASTP/114/VII/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemupukan Bionensis, Pengangkutan Pupuk, Langsir Pupuk ke Blok TBM Afdeling IX Kebun Danau Salak bulan Juli 2025 sesuai Surat Perjanjian No. 5KDS/SPK/49.1/VII/2025 tgl. 01 Juli 2025;14.505.013;26/08/2025;BELUM SIAP  DIBAYAR;0;14.505.013;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4100296536;5201530648
5TAN/SPP/839/VIII/2025;GUNUNG MELIAU;CV Arizona Sakti;26 Agu 2025;5TAN/SPK/03/5KGM/I/2025;27/01/2025;31/03/2025;5KGM/BAST/Tan/01/II/2025;Tidak ada tgl nya;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Menghasilkan (TM) Afdeling I s.d. VIII Kebun Gunung Meliau bulan Februari 2025 sesuai SPK No. 5TAN/SPK/03/5KGM/I/2025 tgl. 27 Januari 2025;126.088.108;28/08/2025;SUDAH DIBAYAR;126.088.108;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300065153;
5TAN/SPP/836/VIII/2025;KANDIR;CV Langit Bumi Khatulistiwa;26 Agu 2025;5TAN/SPK/65/RO5/V/2025;13/05/2025;19/06/2025;5TAN/BAPBM/001/V/2025;26/05/2025;;Permintaan pembayaran atas Pengadaan Alat Panen dan Bahan Kimia sesuai Surat Kontrak No. 5TAN/SPK/65/RO5/V/2025 tgl. 13 Mei 225;45.799.188;28/08/2025;SUDAH DIBAYAR;45.799.188;0;Exploitasi;Panen & Pengumpulan;OPEX;4703829866;5201481649
