,,,,,,,,,,,,,,,,,,,,6.246.499.443,,,,,,,,,0,,0,,0,,0,,0,,0,,0,0,,6.246.499.443,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
0,,,,OPEX,,,,,,,,,,TANAMAN,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,0,0,0,0,0,0,0,0,0,0,0,0,  - ,  - ,0
